Unnamed: 0,Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
0,2017-12-31,727024.03,347248.16,158559.97,5628.28,215587.62,78402.09,137088.87,96.66,conventional,2017,WestTexNewMexico
16,2016-09-04,3431676.04,1409249.49,626922.72,43844.13,1351659.7,1295162.06,32720.37,23777.27,conventional,2016,LosAngeles
48,2017-01-29,11574.88,1374.83,3255.7,9.02,6935.33,6844.43,90.9,0.0,organic,2017,Philadelphia
41,2016-03-13,344775.17,42978.57,73760.05,156.62,227879.93,60151.34,167728.59,0.0,organic,2016,West
36,2016-04-17,3185230.67,1245344.79,643220.72,100883.74,1195781.42,1114858.82,61746.44,19176.16,conventional,2016,LosAngeles
2,2015-12-13,157146.19,31727.46,62544.19,23842.95,39031.59,35793.08,3238.51,0.0,conventional,2015,Charlotte
6,2016-11-13,894000.36,480163.12,199890.31,3946.67,210000.26,209726.5,160.63,113.13,conventional,2016,DallasFtWorth
32,2017-05-21,65540.84,954.42,39537.45,25.0,25023.97,22216.56,2684.08,123.33,conventional,2017,Syracuse
40,2017-03-26,498987.31,297987.32,79372.45,370.75,121256.79,59606.47,61500.32,150.0,conventional,2017,MiamiFtLauderdale
49,2015-01-18,35304.15,1461.14,13317.36,73.5,20452.15,18457.1,1995.05,0.0,organic,2015,Northeast
38,2015-04-05,432729.65,160806.41,178795.8,19335.81,73791.63,73228.59,144.25,418.79,conventional,2015,Portland
40,2016-03-20,15705.35,2731.96,6730.01,52.95,6190.43,6185.08,5.35,0.0,organic,2016,WestTexNewMexico
8,2018-01-28,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,conventional,2018,SanFrancisco
19,2017-08-20,15490.38,582.87,4084.97,13.06,10809.48,1081.11,9721.11,7.26,organic,2017,Portland
52,2017-01-01,9725.08,953.37,23.92,0.0,8747.79,8432.66,315.13,0.0,organic,2017,Pittsburgh
21,2017-08-06,974933.36,493642.98,198503.76,11502.53,271284.09,166106.57,101493.08,3684.44,conventional,2017,PhoenixTucson
3,2017-12-10,100072.52,6065.04,37048.51,147.89,56811.08,26607.95,30198.81,4.32,conventional,2017,Louisville
48,2015-01-25,109940.55,66985.59,14505.13,523.89,27925.94,16753.47,11172.47,0.0,conventional,2015,Jacksonville
18,2016-08-21,1693418.62,748383.14,445643.2,5418.75,493973.53,461318.07,12246.86,20408.6,conventional,2016,Plains
28,2015-06-14,23972.69,15257.42,8712.16,0.0,3.11,3.11,0.0,0.0,organic,2015,SanFrancisco
16,2015-09-06,1340925.56,19894.27,1074698.43,1295.45,245037.41,201210.17,43820.11,7.13,conventional,2015,NewYork
51,2017-01-08,90503.81,3638.19,41242.82,2265.14,43357.66,40878.78,2478.88,0.0,organic,2017,Midsouth
32,2016-05-15,889357.25,408466.47,227686.36,223.52,252980.9,64835.66,185705.24,2440.0,conventional,2016,MiamiFtLauderdale
5,2016-11-20,4253815.59,1513797.4,1394929.07,93901.07,1251188.05,1161049.94,61429.08,28709.03,conventional,2016,California
12,2016-10-02,172755.25,76163.23,15615.55,85.74,80890.73,63579.82,17310.91,0.0,conventional,2016,Nashville
44,2015-02-22,16620.69,3471.14,9549.06,43.85,3556.64,3556.64,0.0,0.0,organic,2015,NewYork
2,2015-12-13,207386.27,3802.6,123544.78,4574.03,75464.86,15835.2,58783.54,846.12,conventional,2015,CincinnatiDayton
47,2017-02-05,6511.84,527.83,2515.41,159.11,3309.49,2198.27,1111.22,0.0,organic,2017,RichmondNorfolk
16,2016-09-04,11869.66,962.25,4496.2,0.0,6411.21,712.73,5698.48,0.0,organic,2016,Columbus
26,2016-06-26,5882.19,50.53,224.97,0.0,5606.69,3173.89,2432.8,0.0,organic,2016,BuffaloRochester
47,2016-01-31,40874.22,3229.22,17774.39,1427.09,18443.52,9100.27,9343.25,0.0,organic,2016,Plains
40,2016-03-20,16332.76,1677.68,6707.4,390.33,7557.35,6172.74,1384.61,0.0,organic,2016,BaltimoreWashington
9,2017-10-29,493921.1,256988.66,36334.71,1083.81,199513.92,131656.43,66215.82,1641.67,conventional,2017,Atlanta
29,2015-06-07,543944.19,194122.57,239758.46,19235.07,90828.09,90346.52,473.22,8.35,conventional,2015,Portland
39,2015-03-29,2718.72,2081.41,47.36,0.0,589.95,589.95,0.0,0.0,organic,2015,Orlando
39,2016-03-27,7001.06,778.61,2339.58,242.07,3640.8,3388.69,252.11,0.0,organic,2016,SouthCarolina
39,2016-03-27,2565.18,19.24,1333.95,0.0,1211.99,353.33,858.66,0.0,organic,2016,Boise
24,2017-07-16,43700.57,84.45,35396.03,0.0,8192.12,8192.12,0.0,0.0,organic,2017,Chicago
43,2017-03-05,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California
8,2016-10-30,51300.44,8156.83,15739.62,118.13,27285.86,27169.67,0.0,116.19,conventional,2016,Spokane
28,2017-06-18,30476.21,6068.58,4075.79,8.35,20323.49,153.34,20170.15,0.0,organic,2017,Portland
38,2015-04-05,469883.87,249036.72,162601.8,15718.9,42526.45,25464.02,16966.53,95.9,conventional,2015,SanDiego
40,2016-03-20,7435.68,2263.17,2989.88,0.0,2182.63,613.33,1569.3,0.0,organic,2016,Atlanta
35,2015-04-26,10698.67,2780.48,6603.33,0.0,1314.86,1314.86,0.0,0.0,organic,2015,SanDiego
43,2016-02-28,2362.13,1675.73,82.21,20.86,583.33,583.33,0.0,0.0,organic,2016,Jacksonville
25,2017-07-09,39752.74,2463.61,11058.61,0.0,26230.52,125.58,26104.94,0.0,organic,2017,Portland
7,2016-11-06,1394.87,0.0,726.7,0.0,668.17,40.0,628.17,0.0,organic,2016,Boise
13,2016-09-25,5338132.99,1763859.71,1029363.3,107712.68,2437197.3,1445592.77,987092.17,4512.36,conventional,2016,West
35,2015-04-26,259623.56,75695.92,62292.95,38961.11,82673.58,81554.51,978.79,140.28,conventional,2015,RaleighGreensboro
45,2017-02-19,468266.51,262617.9,89037.77,253.62,116357.22,58634.83,57722.39,0.0,conventional,2017,MiamiFtLauderdale
25,2015-07-05,33660.46,9786.78,3058.6,11.49,20803.59,86.67,20716.92,0.0,organic,2015,Denver
42,2017-03-12,146196.96,78256.68,17190.82,85.68,50663.78,23969.51,26579.27,115.0,conventional,2017,Jacksonville
1,2017-12-24,8462.86,88.73,720.93,0.0,7653.2,6896.84,756.36,0.0,organic,2017,MiamiFtLauderdale
41,2017-03-19,634212.88,149500.57,129099.31,19059.85,336553.15,334445.43,1589.36,518.36,conventional,2017,Portland
0,2017-12-31,13531.12,89.4,5189.69,203.49,8048.54,7934.12,114.42,0.0,organic,2017,RaleighGreensboro
32,2016-05-15,202002.0,76164.88,47725.96,21036.66,57074.5,33941.16,18532.83,4600.51,conventional,2016,Columbus
32,2017-05-21,15451.08,853.03,9892.77,1.65,4703.63,4700.0,3.63,0.0,organic,2017,SanDiego
43,2017-03-05,9801.7,9.25,1302.28,0.0,8490.17,306.66,8183.51,0.0,organic,2017,Louisville
38,2017-04-09,2993246.61,957440.04,408516.09,106825.66,1520464.82,1460394.98,10162.56,49907.28,conventional,2017,LosAngeles
12,2015-10-04,77514.75,18331.9,47471.02,1657.16,10054.67,10054.67,0.0,0.0,conventional,2015,Spokane
40,2016-03-20,3651.32,1089.18,45.04,0.0,2517.1,2517.1,0.0,0.0,organic,2016,Tampa
17,2015-08-30,670005.94,150924.97,325442.96,5569.76,188068.25,113122.37,74945.88,0.0,organic,2015,TotalUS
7,2017-11-12,20245.58,5898.74,416.95,0.0,13929.89,13895.16,34.73,0.0,organic,2017,DallasFtWorth
10,2015-10-18,847813.12,436132.2,242842.91,80895.03,87942.98,59835.83,28107.15,0.0,conventional,2015,Houston
44,2016-02-21,380427.08,3997.91,278339.49,26089.16,72000.52,70056.97,1943.55,0.0,conventional,2016,NorthernNewEngland
16,2015-09-06,74083.65,4321.27,39381.46,3866.74,26514.18,21807.88,4706.3,0.0,organic,2015,Midsouth
9,2018-01-21,65835.39,3266.67,17088.92,9.85,45469.95,32422.77,13047.18,0.0,organic,2018,Plains
46,2015-02-08,1283.8,0.0,114.59,0.0,1169.21,1169.21,0.0,0.0,organic,2015,Syracuse
39,2017-04-02,6244.05,2073.38,3328.69,0.0,841.98,841.98,0.0,0.0,organic,2017,Sacramento
46,2015-02-08,91840.75,62181.18,9886.68,375.65,19397.24,11016.44,8380.8,0.0,conventional,2015,Jacksonville
13,2015-09-27,199908.44,123528.92,17616.44,1515.75,57247.33,53115.57,4131.76,0.0,conventional,2015,NewOrleansMobile
47,2015-02-01,776237.93,165259.75,535324.57,15903.81,59749.8,48200.04,11547.81,1.95,conventional,2015,Portland
21,2017-08-06,92938.17,2456.91,76509.07,336.06,13636.13,5918.21,6844.59,873.33,conventional,2017,Albany
0,2016-12-25,550947.61,50818.61,344699.92,8529.79,146899.29,142957.45,2629.52,1312.32,conventional,2016,BaltimoreWashington
18,2016-08-21,1215161.52,625055.33,231496.65,4763.04,353846.5,351623.88,902.68,1319.94,conventional,2016,DallasFtWorth
28,2016-06-12,209095.62,42196.82,74895.5,46176.97,45826.33,40822.06,3825.94,1178.33,conventional,2016,Charlotte
28,2016-06-12,112023.04,3277.1,51346.96,2683.28,54715.7,31064.03,23651.67,0.0,organic,2016,Midsouth
45,2015-02-15,28012520.93,12626615.3,9783489.59,845653.52,4756762.52,4096226.46,648632.0,11904.06,conventional,2015,TotalUS
11,2017-10-15,21260.97,5297.31,449.51,0.0,15514.15,15504.15,10.0,0.0,organic,2017,DallasFtWorth
28,2017-06-18,148060.59,3126.38,73192.35,0.0,71741.86,11087.54,60654.32,0.0,organic,2017,GreatLakes
13,2017-10-01,399836.65,254127.88,48863.68,187.25,96657.84,54423.36,42234.48,0.0,conventional,2017,MiamiFtLauderdale
31,2017-05-28,282671.14,149461.62,7592.89,149.22,125467.41,85799.73,37474.7,2192.98,conventional,2017,Nashville
28,2017-06-18,108808.01,11413.1,24268.07,0.0,73126.84,66783.78,6343.06,0.0,organic,2017,LosAngeles
43,2016-02-28,822403.21,428974.24,169811.82,702.82,222914.33,56123.39,166790.94,0.0,conventional,2016,MiamiFtLauderdale
8,2016-10-30,211956.24,84333.26,42819.12,23850.94,60952.92,59019.43,1933.49,0.0,conventional,2016,RaleighGreensboro
1,2017-12-24,225990.67,5610.69,161963.18,198.18,58218.62,53040.5,5162.55,15.57,conventional,2017,HartfordSpringfield
48,2016-01-24,192194.31,116713.78,18557.48,473.07,56449.98,27533.11,28916.87,0.0,conventional,2016,Jacksonville
21,2015-08-02,9065.72,4950.22,3751.82,0.0,363.68,296.67,67.01,0.0,organic,2015,LasVegas
3,2017-12-10,239587.94,123093.48,7029.89,199.82,109264.75,94522.11,13872.64,870.0,conventional,2017,Nashville
2,2017-12-17,430915.0,74946.87,158604.57,10853.54,186510.02,133500.93,52414.62,594.47,conventional,2017,Portland
50,2015-01-11,23690.65,10166.46,4678.19,524.42,8321.58,8164.48,157.1,0.0,organic,2015,Southeast
12,2016-10-02,20696.52,14245.66,441.23,0.0,6009.63,5673.89,335.74,0.0,organic,2016,DallasFtWorth
35,2016-04-24,752138.28,86998.66,222808.84,12051.07,430279.71,429116.57,197.83,965.31,conventional,2016,Seattle
25,2015-07-05,23306.75,13491.33,9796.67,0.0,18.75,18.75,0.0,0.0,organic,2015,SanFrancisco
20,2016-08-07,17562.46,3788.5,2995.35,22.63,10755.98,6086.67,4669.31,0.0,organic,2016,WestTexNewMexico
46,2016-02-07,758795.1,101408.79,290813.54,8028.75,358544.02,210519.67,148024.35,0.0,organic,2016,TotalUS
2,2015-12-13,2437.13,1757.87,80.84,0.0,598.42,598.42,0.0,0.0,organic,2015,Orlando
2,2016-12-11,84144.99,22587.44,22461.37,1185.39,37910.79,33381.5,4529.29,0.0,conventional,2016,Pittsburgh
14,2015-09-20,4181.32,424.12,3661.34,0.0,95.86,13.33,82.53,0.0,organic,2015,Nashville
11,2017-10-15,3251117.56,302669.36,2116241.41,6202.08,826004.71,703791.09,122213.62,0.0,conventional,2017,Northeast
23,2017-07-23,211384.21,95944.35,32144.65,179.51,83115.7,71644.75,9364.25,2106.7,conventional,2017,Nashville
5,2015-11-22,356414.57,269799.03,29732.3,501.16,56382.08,36992.3,19389.78,0.0,conventional,2015,Atlanta
5,2017-11-26,5337.53,654.85,764.6,0.0,3918.08,1751.12,2166.96,0.0,organic,2017,StLouis
47,2015-02-01,39672.8,20129.0,12970.57,4.68,6568.55,540.0,6028.55,0.0,organic,2015,Portland
20,2016-08-07,9649.24,3640.62,3890.21,0.0,2118.41,434.11,1684.3,0.0,organic,2016,PhoenixTucson
6,2017-11-19,642013.0,418092.0,65920.0,2026.0,155975.0,80040.0,75936.0,0.0,conventional,2017,MiamiFtLauderdale
8,2017-11-05,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,GreatLakes
25,2016-07-03,14055.26,6214.62,4300.63,0.0,3540.01,454.43,3085.58,0.0,organic,2016,PhoenixTucson
33,2016-05-08,16049.96,812.45,4914.71,0.0,10322.8,1743.56,8579.24,0.0,organic,2016,Nashville
11,2018-01-07,87517.23,20189.33,24193.04,0.0,43134.86,43077.03,57.83,0.0,organic,2018,LosAngeles
5,2018-02-18,1572064.61,931553.8,160780.41,4045.42,475684.98,372117.42,103276.45,291.11,conventional,2018,Houston
27,2016-06-19,16577.89,1602.07,5021.97,0.0,9953.85,588.89,9364.96,0.0,organic,2016,Atlanta
49,2016-01-17,5244.61,796.09,3813.38,0.0,635.14,223.04,412.1,0.0,organic,2016,Columbus
26,2017-07-02,4778.95,435.04,2975.76,3.6,1364.55,1357.88,6.67,0.0,organic,2017,Jacksonville
46,2016-02-07,123715.17,42825.57,14822.29,17989.29,48078.02,47555.74,452.82,69.46,conventional,2016,Boise
35,2017-04-30,5166.23,0.0,1639.61,0.0,3526.62,234.45,3292.17,0.0,organic,2017,Louisville
31,2016-05-22,3416062.07,1634620.91,666118.47,11952.59,1103370.1,536816.84,512209.9,54343.36,conventional,2016,Southeast
52,2017-01-01,447083.97,166581.9,110283.97,151.92,170066.18,61681.31,108384.87,0.0,conventional,2017,Orlando
38,2015-04-05,237821.61,166893.13,7766.84,250.0,62911.64,57555.16,5167.59,188.89,conventional,2015,NewOrleansMobile
3,2018-03-04,74156.41,4937.37,18295.18,0.0,50923.86,35751.36,15172.5,0.0,organic,2018,Plains
48,2017-01-29,121203.53,35172.06,5405.54,0.0,80625.93,76958.46,3667.47,0.0,organic,2017,SouthCentral
6,2015-11-15,2828361.9,1281378.91,661936.25,70734.46,814312.28,763322.82,44152.29,6837.17,conventional,2015,LosAngeles
12,2015-10-04,15346.87,1418.72,13915.36,0.0,12.79,12.79,0.0,0.0,organic,2015,SanFrancisco
4,2015-11-29,429109.64,85241.45,179982.42,14146.28,149739.49,31920.41,117819.08,0.0,conventional,2015,Denver
9,2016-10-23,542.85,8.14,81.38,0.0,453.33,450.0,3.33,0.0,organic,2016,MiamiFtLauderdale
28,2016-06-12,250231.06,43253.79,114426.76,124.76,92425.75,85233.81,1541.94,5650.0,conventional,2016,HarrisburgScranton
52,2017-01-01,31827.5,4842.14,3008.78,0.0,23976.58,173.02,23803.56,0.0,organic,2017,Portland
1,2015-12-20,3764.64,479.91,2713.01,0.0,571.72,533.33,38.39,0.0,organic,2015,Nashville
35,2017-04-30,23613.28,6569.77,9746.86,10.04,7286.61,7286.61,0.0,0.0,organic,2017,Philadelphia
21,2016-07-31,284566.03,125462.8,54745.0,7320.39,97037.84,59985.62,37052.22,0.0,conventional,2016,LasVegas
8,2015-11-01,532467.38,180210.99,300978.15,12762.49,38515.75,38515.75,0.0,0.0,conventional,2015,Sacramento
2,2017-12-17,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0.0,organic,2017,Plains
27,2015-06-21,255431.85,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,conventional,2015,HarrisburgScranton
48,2017-01-29,3254.87,296.39,1977.1,0.0,981.38,78.33,903.05,0.0,organic,2017,Nashville
0,2018-03-25,503277.65,43421.1,252219.75,248.04,207388.76,187566.62,17687.7,2134.44,conventional,2018,Philadelphia
17,2016-08-28,11054.8,66.5,3677.43,0.0,7310.87,1541.06,5769.81,0.0,organic,2016,Roanoke
35,2017-04-30,42857.03,24513.67,3402.45,97.18,14843.73,14722.9,120.83,0.0,organic,2017,Denver
17,2015-08-30,213120.84,70639.52,86152.24,10562.29,45766.79,45766.79,0.0,0.0,conventional,2015,RichmondNorfolk
4,2015-11-29,121236.54,85341.93,7840.61,266.31,27787.69,7638.25,20149.44,0.0,conventional,2015,Jacksonville
6,2016-11-13,10261.69,914.13,6460.16,0.0,2887.4,830.0,2057.4,0.0,organic,2016,SanDiego
29,2016-06-05,17431.92,3340.24,8893.38,0.0,5198.3,5022.86,175.44,0.0,organic,2016,SanDiego
32,2017-05-21,16900.89,2303.24,7258.39,0.0,7339.26,7339.26,0.0,0.0,organic,2017,Philadelphia
20,2015-08-09,13132.64,3946.7,4109.96,836.42,4239.56,4225.93,13.63,0.0,organic,2015,BaltimoreWashington
49,2017-01-22,251189.52,112820.57,30481.58,81.46,107805.91,82914.32,24413.26,478.33,conventional,2017,Nashville
7,2017-11-12,292987.0,176864.0,25045.0,2188.0,88890.0,83664.0,4411.0,816.0,conventional,2017,NewOrleansMobile
27,2016-06-19,24524.24,20528.3,3777.61,100.4,117.93,83.67,34.26,0.0,organic,2016,Denver
26,2016-06-26,749554.87,194824.52,411086.22,55056.0,88588.13,86438.13,1044.44,1105.56,conventional,2016,SanFrancisco
25,2016-07-03,3479.9,0.0,1644.42,0.0,1835.48,133.33,1702.15,0.0,organic,2016,Louisville
3,2016-12-04,832767.55,106472.53,242055.86,2918.28,481320.88,284858.65,196462.23,0.0,organic,2016,TotalUS
20,2017-08-13,129785.91,3726.68,29839.21,8.09,96034.06,86209.28,9824.78,0.0,organic,2017,GreatLakes
48,2017-01-29,53543.13,4423.96,12562.99,317.33,36238.85,13961.85,22277.0,0.0,organic,2017,Southeast
13,2016-09-25,21280.92,1004.39,17080.28,0.0,3196.25,3172.92,23.33,0.0,organic,2016,SanFrancisco
41,2015-03-15,71766.04,32528.5,26391.31,3967.68,8878.55,8878.55,0.0,0.0,conventional,2015,Spokane
14,2017-09-24,293617.05,196122.05,29716.98,28.49,67749.53,32356.64,35372.89,20.0,conventional,2017,Tampa
10,2018-01-14,36501.82,8395.91,839.11,53.61,27213.19,25789.59,1423.6,0.0,organic,2018,Denver
0,2016-12-25,8656.11,257.75,163.34,19.81,8215.21,8215.21,0.0,0.0,organic,2016,HarrisburgScranton
16,2015-09-06,248354.52,155273.07,18010.18,2204.32,72866.95,64673.2,8193.75,0.0,conventional,2015,NewOrleansMobile
45,2017-02-19,144525.33,76057.35,8727.38,161.48,59579.12,52365.6,7213.52,0.0,conventional,2017,StLouis
20,2017-08-13,261153.8,4609.64,92313.29,1103.12,163127.75,21883.1,140667.78,576.87,conventional,2017,CincinnatiDayton
50,2015-01-11,4780.87,1159.37,3192.62,1.83,427.05,140.0,287.05,0.0,organic,2015,Spokane
29,2017-06-11,18916.24,16512.7,1809.94,103.26,490.34,225.56,264.78,0.0,organic,2017,Denver
2,2016-12-11,446139.65,177620.99,97259.69,159.53,171099.44,67684.21,103274.95,140.28,conventional,2016,MiamiFtLauderdale
26,2015-06-28,1627.96,1181.34,9.95,0.0,436.67,436.67,0.0,0.0,organic,2015,MiamiFtLauderdale
14,2015-09-20,30393.35,3928.04,15101.88,45.84,11317.59,8824.73,2492.86,0.0,organic,2015,Plains
3,2017-12-10,93436.57,34239.68,19312.09,1573.33,38311.47,31900.28,6411.19,0.0,conventional,2017,Pittsburgh
41,2016-03-13,6725483.24,2302275.93,1773673.19,179006.49,2470527.63,1608842.43,860619.11,1066.09,conventional,2016,West
23,2017-07-23,444230.79,148014.47,247469.68,2242.49,46504.15,43739.04,1268.44,1496.67,conventional,2017,Sacramento
43,2017-03-05,4348.91,429.04,0.0,0.0,3919.87,3487.08,432.79,0.0,organic,2017,NewOrleansMobile
30,2017-06-04,376990.33,137454.97,53764.53,8227.13,177543.7,63050.35,114357.24,136.11,conventional,2017,LasVegas
7,2018-02-04,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78,conventional,2018,SanDiego
8,2016-10-30,86820.55,25336.21,21347.76,1150.23,38986.35,33736.01,5198.95,51.39,conventional,2016,Pittsburgh
22,2017-07-30,4635.79,10.67,17.35,0.0,4607.77,4607.77,0.0,0.0,organic,2017,MiamiFtLauderdale
29,2016-06-05,12826.69,1891.62,4901.23,0.0,6033.84,950.42,5083.42,0.0,organic,2016,Atlanta
40,2015-03-22,642934.25,480064.45,58232.21,165.2,104472.39,51350.08,53122.31,0.0,conventional,2015,MiamiFtLauderdale
34,2015-05-03,4147.44,1380.54,2400.14,3.79,362.97,0.0,362.97,0.0,organic,2015,Spokane
20,2015-08-09,111140.93,584.63,100961.46,368.95,9225.89,9116.34,109.55,0.0,conventional,2015,Albany
48,2015-01-25,983910.94,549415.32,309974.97,4231.47,120289.18,95546.28,24742.9,0.0,conventional,2015,Houston
9,2016-10-23,1179301.18,520220.72,350912.77,5549.22,302618.47,254209.16,42103.9,6305.41,conventional,2016,Plains
38,2017-04-09,431593.41,131487.05,248393.09,1003.61,50709.66,46825.36,5.97,3878.33,conventional,2017,Sacramento
7,2016-11-06,4057.85,203.83,1663.45,0.0,2190.57,1264.44,926.13,0.0,organic,2016,Indianapolis
16,2015-09-06,30307.58,5214.44,15626.82,23.99,9442.33,7806.44,1635.89,0.0,organic,2015,Plains
7,2018-02-04,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66,conventional,2018,Sacramento
28,2016-06-12,6506234.86,2597934.17,1869930.06,328653.8,1709716.83,1571460.04,110755.4,27501.39,conventional,2016,California
23,2017-07-23,2484918.32,1266618.54,407573.08,99404.46,711322.24,652958.02,12421.66,45942.56,conventional,2017,LosAngeles
21,2017-08-06,2091.16,81.09,596.86,0.0,1413.21,470.88,942.33,0.0,organic,2017,Boise
9,2016-10-23,70652.14,27935.7,3769.48,6919.11,32027.85,30914.91,1098.42,14.52,conventional,2016,Boise
22,2017-07-30,222758.77,41369.26,115565.26,55.81,65768.44,64199.34,285.77,1283.33,conventional,2017,HarrisburgScranton
50,2015-01-11,41195.08,1002.85,31640.34,127.12,8424.77,8036.04,388.73,0.0,conventional,2015,Albany
40,2017-03-26,225271.53,48843.91,94477.7,7655.97,74293.95,69700.62,4593.33,0.0,conventional,2017,Charlotte
51,2015-01-04,40873.28,2819.5,28287.42,49.9,9716.46,9186.93,529.53,0.0,conventional,2015,Albany
33,2017-05-14,5838.07,230.45,2146.33,0.0,3461.29,2915.88,545.41,0.0,organic,2017,Roanoke
31,2017-05-28,1451146.59,52861.92,824445.19,4083.43,569756.05,372163.91,178834.64,18757.5,conventional,2017,NewYork
9,2018-01-21,2446.13,41.05,577.32,0.0,1827.76,284.43,1541.86,1.47,organic,2018,Boise
44,2017-02-26,182655.98,22185.72,70918.22,161.59,89390.45,86833.66,2556.79,0.0,organic,2017,Northeast
51,2017-01-08,470643.79,157160.74,76519.91,7819.3,229143.84,225725.06,3415.32,3.46,conventional,2017,Detroit
4,2018-02-25,188826.97,91834.24,12327.4,470.34,84194.99,70052.46,14017.07,125.46,conventional,2018,StLouis
15,2016-09-11,240632.37,96272.81,71790.5,5966.97,66602.09,63212.61,3389.48,0.0,conventional,2016,RichmondNorfolk
4,2016-11-27,279333.62,89558.88,150298.86,1111.91,38363.97,35372.69,716.28,2275.0,conventional,2016,Sacramento
48,2017-01-29,39373579.25,14034075.77,11683464.54,818727.02,12837311.92,9918255.52,2799960.74,119095.66,conventional,2017,TotalUS
26,2016-06-26,344391.38,116197.85,50835.79,57169.98,120187.76,101180.43,242.82,18764.51,conventional,2016,Detroit
42,2017-03-12,3782.27,369.23,0.0,0.0,3413.04,2461.53,951.51,0.0,organic,2017,NewOrleansMobile
17,2015-08-30,147066.48,3709.1,86767.95,15531.08,41058.35,23305.32,15000.54,2752.49,conventional,2015,Indianapolis
3,2016-12-04,154742.81,39221.82,46285.9,9451.98,59783.11,48016.74,11766.37,0.0,conventional,2016,Charlotte
1,2015-12-20,27173.38,9203.25,3262.41,4.42,14703.3,276.67,14426.63,0.0,organic,2015,Denver
5,2018-02-18,224798.6,30149.0,38800.64,123.13,155725.83,120428.13,35257.73,39.97,organic,2018,West
9,2016-10-23,3509.18,40.51,154.23,17.03,3297.41,3297.41,0.0,0.0,organic,2016,HarrisburgScranton
5,2016-11-20,240655.78,4755.3,168091.33,122.4,67686.75,66362.72,1324.03,0.0,conventional,2016,HartfordSpringfield
11,2015-10-11,9860.75,304.48,8500.97,0.0,1055.3,443.33,611.97,0.0,organic,2015,CincinnatiDayton
33,2016-05-08,2103.64,0.0,536.2,0.0,1567.44,1567.44,0.0,0.0,organic,2016,Albany
28,2017-06-18,103313.47,21695.01,28464.58,84.08,53069.8,53053.14,8.89,7.77,conventional,2017,Spokane
9,2017-10-29,9202.76,549.86,1472.16,0.0,7180.74,6422.28,758.46,0.0,organic,2017,Columbus
47,2016-01-31,2881461.41,555939.0,1608441.06,133521.63,583559.72,496721.51,84565.77,2272.44,conventional,2016,Midsouth
35,2016-04-24,529817.53,173546.78,281110.03,18901.93,56258.79,55978.23,0.0,280.56,conventional,2016,Sacramento
36,2016-04-17,448082.46,158323.88,210773.79,21378.51,57606.28,57218.47,61.42,326.39,conventional,2016,Sacramento
50,2015-01-11,149832.2,103822.6,9098.86,11665.78,25244.96,22478.92,2766.04,0.0,conventional,2015,Nashville
29,2016-06-05,6376.64,2654.77,135.2,0.0,3586.67,3570.0,16.67,0.0,organic,2016,Orlando
34,2015-05-03,4635.16,265.21,1499.19,1856.14,1014.62,1014.62,0.0,0.0,organic,2015,Charlotte
6,2016-11-13,7529.46,275.42,2721.84,217.94,4314.26,2456.8,1857.46,0.0,organic,2016,RichmondNorfolk
36,2017-04-23,21958.14,10749.84,560.7,0.0,10647.6,10470.54,177.06,0.0,organic,2017,DallasFtWorth
3,2018-03-04,25055.39,9521.74,10818.1,0.0,4715.55,4715.55,0.0,0.0,organic,2018,SanFrancisco
11,2015-10-11,564456.6,106180.64,351965.39,33512.19,72798.38,72030.82,735.56,32.0,conventional,2015,SanFrancisco
20,2016-08-07,311533.3,144862.85,57549.16,7063.01,102058.28,64258.99,37604.85,194.44,conventional,2016,LasVegas
24,2016-07-10,164680.49,78117.56,34028.17,680.44,51854.32,26529.02,19443.36,5881.94,conventional,2016,Jacksonville
3,2017-12-10,26414.51,6333.93,118.99,0.0,19961.59,19911.59,50.0,0.0,organic,2017,Houston
27,2016-06-19,311127.56,7033.21,154162.39,14007.18,135924.78,25143.66,105248.43,5532.69,conventional,2016,CincinnatiDayton
27,2016-06-19,3955098.89,608467.47,1766243.34,431784.45,1148603.63,804836.17,242409.56,101357.9,conventional,2016,GreatLakes
4,2017-12-03,504933.0,263807.0,32457.0,1390.0,207280.0,137581.0,66640.0,3058.0,conventional,2017,Atlanta
40,2017-03-26,3149349.04,1691953.94,444119.19,4008.12,1009267.79,619190.02,366946.66,23131.11,conventional,2017,Southeast
41,2015-03-15,103413.11,3500.48,45688.61,66.42,54157.6,54046.49,111.11,0.0,conventional,2015,BuffaloRochester
9,2016-10-23,254999.4,67268.17,48015.11,8491.64,131224.48,47831.39,83393.09,0.0,conventional,2016,LasVegas
30,2017-06-04,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,conventional,2017,Northeast
49,2017-01-22,8360.08,356.74,139.44,16.83,7847.07,7826.68,20.39,0.0,organic,2017,HarrisburgScranton
